Zone Name,Ward No.,School UDISE ID,School Name & ID,School Inspector's Name,Last Data Date,Total Enrolment (Last),Max Enrolment,Max Enrolment Date,Max Present,Max Present Date,With Account,Without Account,With Aadhaar,Without Aadhaar,Aadhaar Linked Account,New Admission (This month),New Admission (This session),DBT Received (Student),DBT Received (Parent),Received By (Student + Parent)
Narela,29,07010402610,SHAHBAD DAULATPUR (CO-ED)-1354118,MAHIPAL,,631,641,2025-03-09,532,,446,185,574,57,446,23,218,0,0,0
Narela,29,07010402701,BARWALA (CO-ED)-1355415,MAHIPAL,,590,597,2025-09-09,491,,421,169,517,73,421,9,224,0,0,0
Narela,27,07010402702,BEGUM PUR (BOYS)-1355414,MANISH TOKAS,,789,798,2025-01-09,715,,755,34,771,18,755,2,303,0,0,0
Narela,27,07010402703,BEGUMPUR 86 (GIRLS)-1355413,MANISH TOKAS,,1080,1087,2025-03-09,1051,,953,127,1045,35,953,13,362,0,0,0
Narela,27,07010402704,RAJEEV NAGAR (BOYS)-1355412,MANISH TOKAS,,357,364,2025-01-09,348,,290,67,346,11,290,2,130,0,0,0
Narela,27,07010402705,RAJEEV NAGAR (GIRLS)-1355411,MANISH TOKAS,,440,440,2025-03-09,404,,320,120,401,39,307,4,141,0,0,0
Narela,31,07010402706,SALAH PUR MAJRA (CO-ED)-1355030,MAHIPAL,,58,58,2025-03-09,55,,53,5,54,4,53,2,13,0,0,0
Narela,31,07010402707,PUNJAB KHOR (CO-ED)-1355028,MAHIPAL,,324,327,2025-01-09,319,,257,67,252,72,252,0,100,0,0,0
Narela,31,07010402708,CHAND PUR (CO-ED)-1355027,MAHIPAL,,55,61,2025-11-09,39,2025-03-09,35,20,38,17,35,2,38,0,0,0
Narela,29,07010402709,SULTAN PUR DABAS (CO-ED)-1355010,MAHIPAL,,211,211,,173,,141,70,199,12,141,3,82,0,0,0
Narela,29,07010402710,NEW POOTH KHURD (CO-ED)-1355008,MAHIPAL,,740,770,,623,,593,147,668,72,430,13,261,0,0,0
Narela,29,07010402711,OLD POOTH KHURD (CO-ED)-1355006,MAHIPAL,,872,886,2025-02-09,768,,795,77,854,18,795,12,313,0,0,0
Keshavpuram,62,07010402712,SHAKURPUR VILLAGE (GIRLS)-1354019,BHARAT BHUSHAN LAL,,428,428,,391,,393,35,420,8,393,4,156,0,0,0
Narela,30,07010402801,BAWANA JJ COLONY B1 BLOCK (BOYS)-1355417,MANISH TOKAS,,302,305,,290,,252,50,284,18,252,3,79,0,0,0
Narela,30,07010402802,BAWANA JJ COLONY B1 BLOCK (GIRLS)-1355416,MANISH TOKAS,,463,464,,444,,309,154,350,113,307,10,160,0,0,0
Narela,30,07010402803,BAWANA JJ COLONY E5 BLOCK (BOYS)-1355406,MANISH TOKAS,,409,415,2025-06-09,384,,380,29,385,24,380,5,113,0,0,0
Narela,30,07010402804,BAWANA JJ COLONY E4 BLOCK (GIRLS)-1355405,MANISH TOKAS,,916,918,,804,,774,142,862,54,774,13,289,0,0,0
Narela,30,07010402805,BAWANA JJ COLONY E3 BLOCK (BOYS)-1355404,MANISH TOKAS,,579,586,2025-03-09,482,,461,118,522,57,451,5,186,0,0,0
Narela,30,07010402806,BAWANA JJ COLONY B2 BLOCK (BOYS)-1355403,MANISH TOKAS,,314,327,2025-04-09,283,,271,43,283,31,271,3,109,0,0,0
Narela,30,07010402807,BAWANA JJ COLONY B2 BLOCK (GIRLS)-1355402,MANISH TOKAS,,369,375,,319,,316,53,339,30,316,18,114,0,0,0
Narela,30,07010402808,BAWANA JJ COLONY E5 BLOCK (GIRLS)-1355127,MANISH TOKAS,,719,725,2025-03-09,588,,605,114,653,66,545,4,187,0,0,0
Narela,30,07010402809,BAWANA JJ COLONY E4 BLOCK (BOYS)-1355126,MANISH TOKAS,,532,533,,467,,478,54,518,14,478,5,176,0,0,0
Narela,30,07010402810,BAWANA JJ COLONY E3 BLOCK (GIRLS)-1355125,MANISH TOKAS,,1012,1012,2025-08-09,935,,899,113,807,205,690,8,237,0,0,0
Narela,31,07010402811,JAT KHOR (CO-ED)-1355029,MAHIPAL,,139,139,2025-06-09,107,,112,27,76,63,36,2,56,0,0,0
Narela,31,07010402813,KATEWARA (CO-ED)-1355025,MAHIPAL,,127,131,2025-01-09,121,,119,8,106,21,96,1,41,0,0,0
Narela,31,07010402815,QUTUB GARH (CO-ED)-1355023,MAHIPAL,,251,258,2025-03-09,244,,184,67,197,54,162,4,88,0,0,0
Narela,31,07010402816,MUNGESH PUR (GIRLS)-1355022,MAHIPAL,,188,197,2025-01-09,172,,151,37,169,19,141,3,69,0,0,0
Narela,31,07010402817,MUNGESH PUR (BOYS)-1355021,MAHIPAL,,179,187,2025-02-09,144,,135,44,144,35,63,5,56,0,0,0
Narela,31,07010402818,AUCHANDI (CO-ED)-1355020,MAHIPAL,,202,216,,182,,193,9,183,19,183,1,54,0,0,0
Narela,31,07010402820,HAREWALI (CO-ED)-1355018,MAHIPAL,,197,198,2025-01-09,176,,153,44,176,21,153,4,42,0,0,0
Narela,31,07010402821,BAJIT PUR (CO-ED)-1355017,MAHIPAL,,218,231,2025-01-09,203,,183,35,177,41,177,2,67,0,0,0
Narela,31,07010402824,NANGAL THAKRAN (CO-ED)-1355014,MAHIPAL,,33,33,2025-01-09,33,,28,5,32,1,28,1,13,0,0,0
Narela,31,07010402826,DARIYA PUR (CO-ED)-1355012,MAHIPAL,,201,219,,177,,175,26,173,28,173,7,65,0,0,0
Narela,31,07010402827,ISHWAR COLONY BAWANA (CO-ED)-1355005,MAHIPAL,,682,682,2025-03-09,617,,597,85,654,28,597,8,200,0,0,0
Narela,30,07010402828,NEW BAWANA (GIRLS)-1355004,MANISH TOKAS,,484,484,,427,,443,41,476,8,443,9,137,0,0,0
Narela,30,07010402829,NEW BAWANA (BOYS)-1355003,MANISH TOKAS,,449,452,2025-03-09,431,,412,37,439,10,412,12,117,0,0,0
Narela,30,07010402830,OLD BAWANA (GIRLS)-1355002,MANISH TOKAS,,849,849,,828,,844,5,843,6,843,20,292,0,0,0
Narela,30,07010402831,OLD BAWANA (BOYS)-1355001,MANISH TOKAS,,1183,1206,2025-02-09,1152,,1058,125,1168,15,1058,4,891,0,0,0
Narela,30,07010402832,BAWANA PKT-B SEC-3 (RAJIV RATAN AWAS) (CO-ED)-1355458,MANISH TOKAS,,487,498,2025-09-09,465,,477,10,486,1,477,10,154,0,0,0
Narela,5,07010402901,HIRANKI (CO-ED)-1355059,MAHIPAL,,196,196,,177,,135,61,137,59,121,9,57,0,0,0
Narela,33,07010402902,MOHAMMAD PUR MAJRI (BOYS)-1355042,MAHIPAL,,220,220,,214,,218,2,220,0,218,3,35,0,0,0
Narela,33,07010402903,KARALA (GIRLS)-1355041,MAHIPAL,,760,764,2025-03-09,758,,721,39,712,48,712,6,200,0,0,0
Narela,33,07010402904,KARALA (BOYS)-1355040,MAHIPAL,,642,642,,615,,461,181,504,138,427,16,221,0,0,0
Narela,32,07010402905,JHEEMAR PURA (CO-ED)-1355039,MANISH TOKAS,,50,51,2025-01-09,49,,45,5,48,2,45,0,2,0,0,0
Narela,32,07010402906,TATESAR (CO-ED)-1355038,MANISH TOKAS,,96,98,2025-04-09,85,,76,20,72,24,64,3,36,0,0,0
Narela,32,07010402907,JAUNTI (CO-ED)-1355036,MANISH TOKAS,,140,140,,137,,100,40,91,49,66,4,52,0,0,0
Narela,32,07010402909,LAD PUR (CO-ED)-1355034,MANISH TOKAS,,307,307,2025-10-09,287,,296,11,295,12,286,7,81,0,0,0
Narela,32,07010402910,KANJHAWALA (GIRLS)-1355033,MANISH TOKAS,,222,228,2025-04-09,212,,180,42,183,39,180,3,71,0,0,0
Narela,32,07010402911,KANJHAWALA (BOYS)-1355032,MANISH TOKAS,,267,274,2025-01-09,245,,249,18,222,45,215,6,111,0,0,0
Narela,32,07010403001,GARHI RANDHALA (CO-ED)-1355050,MANISH TOKAS,,55,60,2025-01-09,55,,26,29,36,19,24,0,22,0,0,0
Rohini,39,07010403002,MUBARAKPUR (BOYS)-1355046,RAMESH CHAND MEENA,,1243,1255,2025-08-09,1127,,1022,221,1208,35,1022,13,375,0,0,0
Rohini,39,07010403003,MUBARAKPUR (GIRLS)-1355045,RAMESH CHAND MEENA,,1832,1832,,1652,,1557,275,1768,64,1470,37,574,0,0,0
Narela,33,07010403004,RANI KHERA (BOYS)-1757097,MAHIPAL,,160,162,2025-01-09,152,,131,29,149,11,131,0,40,0,0,0
Narela,33,07010403005,RANI KHERA (GIRLS)-1757098,MAHIPAL,,200,200,2025-01-09,194,,154,46,180,20,154,0,60,0,0,0
Narela,33,07010403006,GHEWARA (BOYS)-1757099,MAHIPAL,,132,135,2025-01-09,126,,127,5,108,24,108,4,42,0,0,0
Narela,33,07010403007,GHEWARA (GIRLS)-1757100,MAHIPAL,,269,276,,254,,252,17,193,76,193,5,86,0,0,0
Narela,34,07010403008,SAWDA (CO-ED)-1757101,MANISH TOKAS,,137,138,2025-01-09,134,,94,43,95,42,80,0,35,0,0,0
Narela,34,07010403009,SAWDA GHEWARA J J COLONY B-BLOCK (CO-ED)-1757426,MANISH TOKAS,,346,348,2025-01-09,327,,311,35,286,60,231,2,126,0,0,0
Narela,33,07010403010,MADANPUR DABAS (GIRLS)-1757430,MAHIPAL,,267,273,2025-11-09,262,,193,74,225,42,193,7,97,0,0,0
Narela,32,07010403012,NIZAM PUR (CO-ED)-1757432,MANISH TOKAS,,240,269,2025-11-09,211,,175,65,213,27,144,10,106,0,0,0
Narela,33,07010403013,MADANPUR DABAS (BOYS)-1757456,MAHIPAL,,303,308,2025-01-09,260,,215,88,259,44,203,7,101,0,0,0
Narela,34,07010403014,SAWDA GHEWARA J J COLONY F-BLOCK (CO-ED)-1757460,MANISH TOKAS,,119,123,2025-01-09,119,,102,17,82,37,74,1,25,0,0,0
Narela,34,07010403015,SAWDA GHEWARA NEW J J COLONY B-BLOCK (CO-ED)-1757461,MANISH TOKAS,,207,208,2025-01-09,169,,137,70,153,54,107,10,60,0,0,0
Narela,34,07010403016,SAWDA GHEWARA I-BLOCK (CO-ED)-1757462,MANISH TOKAS,,415,416,,311,,373,42,284,131,211,4,139,0,0,0
Rohini,37,07010403301,PREM NAGAR ROHINI (GIRLS)-1354477,RAMESH CHAND MEENA,,603,628,2025-03-09,520,,470,133,537,66,470,2,197,0,0,0
Rohini,40,07010403401,NITHARI NO 1 (BOYS)-1355052,RAMESH CHAND MEENA,,620,629,2025-02-09,589,,544,76,590,30,544,3,213,0,0,0
Rohini,40,07010403402,NITHARI NO 1 (GIRLS)-1355051,RAMESH CHAND MEENA,,893,898,2025-11-09,786,,786,107,821,72,786,6,260,0,0,0
Rohini,40,07010403403,NITHARI NO 2 (GIRLS)-1355423,RAMESH CHAND MEENA,,1103,1108,2025-02-09,956,,1026,77,1055,48,1026,13,352,0,0,0
Rohini,40,07010403404,NITHARI NO 2 (BOYS)-1355424,RAMESH CHAND MEENA,,762,772,2025-01-09,637,,699,63,744,18,699,5,229,0,0,0
Rohini,37,07010403501,KIRARI (BOYS)-1354414,RAMESH CHAND MEENA,,621,631,2025-12-09,620,,542,79,576,45,542,9,208,0,0,0
Rohini,37,07010403502,KIRARI (GIRLS)-1354413,RAMESH CHAND MEENA,,885,901,2025-02-09,762,,749,136,818,67,670,11,241,0,0,0
Rohini,37,07010403601,PREM NAGAR ROHINI (BOYS)-1354487,RAMESH CHAND MEENA,,405,411,,360,,317,88,374,31,310,7,165,0,0,0
Rohini,42,07010403701,SULTANPURI P4-BLOCK (BOYS)-1354437,RAMESH CHAND MEENA,,433,437,2025-01-09,408,,369,64,392,41,369,6,140,0,0,0
Rohini,43,07010403703,SULTANPURI A2-BLOCK (CO-ED)-1354425,RAMESH CHAND MEENA,,389,399,2025-03-09,371,,337,52,362,27,254,3,92,0,0,0
Rohini,43,07010403704,SULTANPURI C6-BLOCK (BOYS)-1354424,RAMESH CHAND MEENA,,142,148,2025-01-09,134,,139,3,138,4,138,1,43,0,0,0
Rohini,43,07010403705,SULTANPURI C6-BLOCK (GIRLS)-1354423,RAMESH CHAND MEENA,,374,378,2025-01-09,345,,348,26,353,21,348,1,97,0,0,0
Rohini,43,07010403706,SULTANPURI C4 (BOYS)-1354422,RAMESH CHAND MEENA,,284,295,,263,,260,24,260,24,260,2,104,0,0,0
Rohini,43,07010403707,SULTANPURI C4-BLOCK (GIRLS)-1354421,RAMESH CHAND MEENA,,491,491,2025-06-09,451,,422,69,466,25,410,4,117,0,0,0
Rohini,43,07010403709,SULTANPURI B2-BLOCK (CO-ED)-1354419,RAMESH CHAND MEENA,,332,332,,309,,254,78,287,45,254,6,87,0,0,0
Rohini,43,07010403711,SULTANPURI B-BLOCK (CO-ED)-1354417,RAMESH CHAND MEENA,,394,399,2025-01-09,375,,327,67,381,13,303,3,90,0,0,0
Rohini,43,07010403713,SULTANPURI A-BLOCK (CO-ED)-1354415,RAMESH CHAND MEENA,,458,464,2025-01-09,436,,387,71,426,32,387,1,82,0,0,0
Rohini,42,07010403802,MANGOLPURI Y2-BLOCK (CO-ED)-1354453,RAMESH CHAND MEENA,,322,324,2025-01-09,298,,277,45,287,35,256,3,68,0,0,0
Rohini,42,07010403804,MANGOLPURI Y-BLOCK (CO-ED)-1354451,RAMESH CHAND MEENA,,662,666,2025-02-09,568,,634,28,610,52,610,4,149,0,0,0
Rohini,42,07010403806,MANGOLPURI J-BLOCK (CO-ED)-1354449,RAMESH CHAND MEENA,,474,474,,437,,434,40,451,23,394,9,105,0,0,0
Rohini,42,07010403807,MANGOLPURI H-BLOCK (CO-ED)-1354448,RAMESH CHAND MEENA,,714,715,2025-02-09,643,,652,62,625,89,625,4,195,0,0,0
Rohini,42,07010403808,SULTANPURI P1-BLOCK (BOYS)-1354153,RAMESH CHAND MEENA,,354,360,2025-03-09,322,,330,24,290,64,264,2,85,0,0,0
Rohini,42,07010403809,SULTANPURI P1L (GIRLS)-1354152,RAMESH CHAND MEENA,,579,587,2025-01-09,543,,492,87,472,107,472,4,169,0,0,0
Rohini,42,07010403901,SULTANPURI P4-BLOCK (GIRLS)-1354436,RAMESH CHAND MEENA,,668,674,2025-06-09,602,,551,117,612,56,551,42,158,0,0,0
Rohini,44,07010403902,SULTANPURI E-BLOCK (GIRLS)-1354430,RAMESH CHAND MEENA,,846,853,2025-08-09,833,,683,163,783,63,630,16,275,0,0,0
Rohini,44,07010403903,SULTANPURI D-BLOCK (BOYS)-1354429,RAMESH CHAND MEENA,,350,356,2025-01-09,346,,313,37,327,23,310,2,128,0,0,0
Rohini,44,07010403904,SULTANPURI D-BLOCK (GIRLS)-1354428,RAMESH CHAND MEENA,,553,557,2025-09-09,517,,536,17,550,3,536,1,115,0,0,0
Rohini,43,07010404001,RAJ PARK B-BLOCK (CO-ED)-1354439,RAMESH CHAND MEENA,,478,478,,449,,478,0,476,2,476,7,116,0,0,0
Rohini,44,07010404003,SULTANPURI G-BLOCK (BOYS)-1354435,RAMESH CHAND MEENA,,756,778,2025-03-09,643,,673,83,715,41,673,10,223,0,0,0
Rohini,44,07010404004,SULTANPURI G-BLOCK (GIRLS)-1354434,RAMESH CHAND MEENA,,1035,1041,,982,,997,38,1029,6,995,13,248,0,0,0
Rohini,44,07010404005,SULTANPURI F-BLOCK (BOYS)-1354433,RAMESH CHAND MEENA,,409,420,2025-01-09,396,,349,60,365,44,318,2,123,0,0,0
Rohini,44,07010404006,SULTANPURI F1-BLOCK (GIRLS)-1354432,RAMESH CHAND MEENA,,587,594,2025-01-09,556,,521,66,577,10,521,2,148,0,0,0
Rohini,43,07010404007,SULTANPUR MAJRA (CO-ED)-1354427,RAMESH CHAND MEENA,,465,465,2025-12-09,446,,399,66,424,41,38,1,117,0,0,0
Rohini,44,07010404401,SULTANPURI E-BLOCK (BOYS)-1354431,RAMESH CHAND MEENA,,573,575,2025-01-09,553,,503,70,539,34,487,1,165,0,0,0
Rohini,51,07010404502,AVANTIKA (CO-ED)-1354099,RAMESH CHAND MEENA,,479,482,2025-01-09,450,,445,34,467,12,445,3,139,0,0,0
Rohini,51,07010404503,ROHINI SEC 3 F/G (CO-ED)-1354098,RAMESH CHAND MEENA,,486,491,2025-01-09,460,,469,17,479,7,469,0,147,0,0,0
Rohini,51,07010404504,ROHINI SEC 3C (CO-ED)-1354097,RAMESH CHAND MEENA,,353,358,2025-01-09,320,,320,33,319,34,253,3,83,0,0,0
Rohini,51,07010404505,ROHINI SEC 3B (CO-ED)-1354096,RAMESH CHAND MEENA,,256,267,2025-01-09,204,,224,32,207,49,182,0,44,0,0,0
Rohini,51,07010404506,ROHINI SEC 3A (CO-ED)-1354095,RAMESH CHAND MEENA,,387,389,2025-01-09,356,,376,11,385,2,376,5,93,0,0,0
Rohini,51,07010404507,ROHINI SEC 4 (BOYS)-1354094,RAMESH CHAND MEENA,,349,350,2025-11-09,326,,306,43,337,12,299,4,98,0,0,0
Rohini,51,07010404508,ROHINI SEC 4 (GIRLS)-1354093,RAMESH CHAND MEENA,,541,544,,506,,501,40,528,13,500,4,132,0,0,0
Rohini,50,07010404601,MANGOLPURI F-BLOCK (GIRLS)-1354446,RAMESH CHAND MEENA,,453,453,2025-04-09,392,,374,79,445,8,360,4,119,0,0,0
Rohini,50,07010404604,MANGOLPURI C-BLOCK (CO-ED)-1354442,RAMESH CHAND MEENA,,688,699,2025-04-09,605,,531,157,572,116,350,0,159,0,0,0
Rohini,50,07010404606,MANGOLPURI A-BLOCK (CO-ED)-1354440,RAMESH CHAND MEENA,,539,544,2025-02-09,463,,504,35,500,39,402,9,117,0,0,0
Rohini,49,07010404701,MANGOLPURI X-BLOCK (CO-ED)-1354471,RAMESH CHAND MEENA,,199,199,,174,,152,47,165,34,132,4,59,0,0,0
Rohini,49,07010404703,MANGOLPURI O-BLOCK (CO-ED)-1354461,RAMESH CHAND MEENA,,463,466,,424,,431,32,384,79,384,15,121,0,0,0
Rohini,49,07010404705,MANGOLPURI M-BLOCK (CO-ED)-1354459,RAMESH CHAND MEENA,,419,419,2025-01-09,390,,396,23,384,35,384,2,100,0,0,0
Rohini,49,07010404707,MANGOLPURI L-BLOCK (CO-ED)-1354457,RAMESH CHAND MEENA,,361,366,2025-04-09,313,,315,46,322,39,315,6,83,0,0,0
Rohini,49,07010404708,MANGOLPURI K-BLOCK (BOYS)-1354456,RAMESH CHAND MEENA,,160,160,,156,,160,0,148,12,148,2,36,0,0,0
Rohini,49,07010404709,MANGOLPURI K-BLOCK (GIRLS)-1354455,RAMESH CHAND MEENA,,231,233,2025-01-09,190,,213,18,206,25,198,0,48,0,0,0
Rohini,50,07010404710,MANGOLPURI F-BLOCK (BOYS)-1354447,RAMESH CHAND MEENA,,313,313,2025-03-09,254,,251,62,296,17,251,1,88,0,0,0
Rohini,50,07010404711,MANGOLPURI E-BLOCK (CO-ED)-1354444,RAMESH CHAND MEENA,,466,468,,451,,451,15,461,5,451,14,103,0,0,0
Rohini,51,07010404712,MANGOLPUR (GIRLS)-1354102,RAMESH CHAND MEENA,,294,300,2025-01-09,251,,272,22,255,39,200,0,74,0,0,0
Rohini,51,07010404713,MANGOLPUR (BOYS)-1354101,RAMESH CHAND MEENA,,380,383,2025-01-09,321,,345,35,361,19,345,0,110,0,0,0
Rohini,49,07010404801,MANGOLPURI U-BLOCK (CO-ED)-1354476,RAMESH CHAND MEENA,,398,398,,349,,324,74,361,37,310,8,140,0,0,0
Rohini,49,07010404803,MANGOLPURI S-BLOCK (CO-ED)-1354474,RAMESH CHAND MEENA,,491,492,,450,,399,92,434,57,398,9,98,0,0,0
Rohini,49,07010404805,MANGOLPURI T-BLOCK (CO-ED)-1354472,RAMESH CHAND MEENA,,352,356,2025-01-09,316,,333,19,341,11,324,1,91,0,0,0
Rohini,49,07010404807,MANGOLPURI R-BLOCK (CO-ED)-1354469,RAMESH CHAND MEENA,,355,359,2025-09-09,338,,323,32,328,27,300,4,85,0,0,0
Rohini,50,07010404808,MANGOLPURI Q-BLOCK (BOYS)-1354468,RAMESH CHAND MEENA,,141,143,2025-01-09,118,,128,13,127,14,127,0,49,0,0,0
Rohini,50,07010404809,MANGOLPURI Q-BLOCK (GIRLS)-1354467,RAMESH CHAND MEENA,,239,240,,224,,186,53,204,35,180,9,72,0,0,0
Rohini,50,07010404811,MANGOLPURI P-BLOCK (CO-ED)-1354464,RAMESH CHAND MEENA,,390,403,2025-09-09,365,,363,27,341,49,337,7,148,0,0,0
Narela,4,07010404901,ROHINI SEC 27 (CO-ED)-1355420,MAHIPAL,,717,720,,678,,658,59,692,25,658,8,153,0,0,0
Rohini,54,07010404902,ROHINI SEC 15B (CO-ED)-1354075,RAMESH CHAND MEENA,,448,448,,424,,434,14,445,3,431,8,127,0,0,0
Rohini,54,07010404903,ROHINI SEC 15C (CO-ED)-1354074,RAMESH CHAND MEENA,,486,494,2025-03-09,462,,443,43,478,8,443,3,135,0,0,0
Rohini,54,07010404904,ROHINI SEC 18 OLD (CO-ED)-1354073,RAMESH CHAND MEENA,,868,896,2025-01-09,758,,803,65,844,24,803,6,275,0,0,0
Rohini,53,07010404905,PRASHANT VIHAR (CO-ED)-1354068,RAMESH CHAND MEENA,,676,677,2025-01-09,635,,672,4,676,0,672,2,183,0,0,0
Rohini,54,07010404906,ROHINI SEC 18 NEW (CO-ED)-1354538,RAMESH CHAND MEENA,,620,635,2025-01-09,569,,562,58,603,17,562,5,181,0,0,0
Rohini,53,07010405001,ROHINI SEC 13 (CO-ED)-1354343,RAMESH CHAND MEENA,,187,193,2025-01-09,165,,179,8,187,0,170,3,34,0,0,0
Rohini,52,07010405002,ROHINI SEC 9 (CO-ED)-1354063,RAMESH CHAND MEENA,,574,577,2025-01-09,498,,550,24,571,3,539,10,127,0,0,0
Rohini,53,07010405101,ROHINI SEC 8 (CO-ED)-1354062,RAMESH CHAND MEENA,,456,456,,419,,417,39,456,0,417,35,130,0,0,0
Rohini,52,07010405201,RAZAPUR VILLAGE (CO-ED)-1354067,RAMESH CHAND MEENA,,661,664,,586,,588,73,643,18,588,10,193,0,0,0
Rohini,52,07010405202,NAHARPUR (CO-ED)-1354066,RAMESH CHAND MEENA,,427,433,,376,,374,53,397,30,374,1,123,0,0,0
Rohini,52,07010405203,ROHINI SEC 7B (CO-ED)-1354061,RAMESH CHAND MEENA,,430,430,,344,,338,92,385,45,338,3,122,0,0,0
Rohini,52,07010405204,ROHINI SEC 7A (CO-ED)-1354060,RAMESH CHAND MEENA,,651,661,2025-09-09,602,,586,65,599,52,512,2,164,0,0,0
Keshavpuram,57,07010405301,PITAM PURA SP-BLOCK (CO-ED)-1354050,BHARAT BHUSHAN LAL,,328,334,2025-04-09,248,,271,57,288,40,251,3,97,0,0,0
Keshavpuram,57,07010405302,PITAMPURA GP-BLOCK (CO-ED)-1354049,BHARAT BHUSHAN LAL,,245,249,2025-01-09,224,,233,12,244,1,232,0,48,0,0,0
Keshavpuram,57,07010405303,PITAMPURA CP BLOCK (CO-ED)-1354048,BHARAT BHUSHAN LAL,,284,286,2025-01-09,272,,283,1,284,0,283,1,63,0,0,0
Keshavpuram,55,07010405401,HAIDERPUR (BOYS)-1354089,BHARAT BHUSHAN LAL,,547,562,2025-01-09,488,,458,89,487,60,458,3,179,0,0,0
Keshavpuram,55,07010405402,HAIDERPUR (GIRLS)-1354088,BHARAT BHUSHAN LAL,,744,764,2025-01-09,707,,714,30,738,6,714,1,183,0,0,0
Keshavpuram,57,07010405403,PITAMPURA ED-BLOCK (CO-ED)-1354056,BHARAT BHUSHAN LAL,,123,128,2025-01-09,116,,116,7,112,11,110,0,33,0,0,0
Keshavpuram,57,07010405404,PITAMPURA HU BLOCK (CO-ED)-1354055,BHARAT BHUSHAN LAL,,328,328,,294,,303,25,307,21,291,3,69,0,0,0
Keshavpuram,57,07010405405,UU BLOCK PITAMPURA (CO-ED)-1354054,BHARAT BHUSHAN LAL,,201,208,2025-01-09,177,,182,19,195,6,182,0,51,0,0,0
Keshavpuram,57,07010405406,PITAMPURA EU-BLOCK (CO-ED)-1354053,BHARAT BHUSHAN LAL,,443,443,,395,,409,34,404,39,359,5,94,0,0,0
Keshavpuram,57,07010405407,PITAMPURA LU-BLOCK (CO-ED)-1354052,BHARAT BHUSHAN LAL,,138,138,2025-01-09,126,,138,0,138,0,138,1,34,0,0,0
Keshavpuram,55,07010405501,SHALAMAR VILLAGE (BOYS)-1354092,BHARAT BHUSHAN LAL,,366,366,,337,,328,38,354,12,328,16,102,0,0,0
Keshavpuram,55,07010405502,SHALAMAR VILLAGE (GIRLS)-1354091,BHARAT BHUSHAN LAL,,467,468,,440,,451,16,465,2,451,4,110,0,0,0
Keshavpuram,55,07010405503,HAIDERPUR JJ COLONY (CO-ED)-1354090,BHARAT BHUSHAN LAL,,825,840,2025-01-09,739,,733,92,797,28,733,1,275,0,0,0
Keshavpuram,55,07010405504,SAHIPUR VILLAGE (CO-ED)-1354047,BHARAT BHUSHAN LAL,,461,461,2025-03-09,383,,388,73,435,26,386,5,119,0,0,0
Keshavpuram,56,07010405505,SHALIMAR BAGH BB-BLOCK (CO-ED)-1354046,BHARAT BHUSHAN LAL,,783,796,2025-01-09,748,,783,0,783,0,783,0,158,0,0,0
Keshavpuram,56,07010405506,SHALIMAR BAGH UV-BLOCK (CO-ED)-1354045,BHARAT BHUSHAN LAL,,226,226,2025-01-09,226,,202,24,186,40,170,0,45,0,0,0
Keshavpuram,56,07010405507,SHALIMAR BAGH BG-BLOCK (CO-ED)-1354039,BHARAT BHUSHAN LAL,,335,341,2025-01-09,314,,320,15,332,3,310,0,85,0,0,0
Keshavpuram,56,07010405601,SHALIMAR BAGH AC-BLOCK (CO-ED)-1354044,BHARAT BHUSHAN LAL,,219,219,,164,,176,43,179,40,147,3,58,0,0,0
Keshavpuram,56,07010405602,SHALIMAR BAGH AG-BLOCK (CO-ED)-1354043,BHARAT BHUSHAN LAL,,404,405,2025-01-09,386,,394,10,404,0,394,4,53,0,0,0
Keshavpuram,56,07010405603,SHALIMAR BAGH AK-BLOCK (CO-ED)-1354042,BHARAT BHUSHAN LAL,,293,297,,262,,234,59,266,27,211,3,63,0,0,0
Keshavpuram,56,07010405604,SHALIMAR BAGH BK-2 (CO-ED)-1354041,BHARAT BHUSHAN LAL,,293,293,2025-01-09,248,,248,45,253,40,240,0,56,0,0,0
Keshavpuram,56,07010405605,SHALIMAR BAGH BT-BLOCK (CO-ED)-1354040,BHARAT BHUSHAN LAL,,592,598,2025-04-09,535,,573,19,584,8,573,10,173,0,0,0
Keshavpuram,56,07010405606,SHALIMAR BAGH AB-BLOCK (CO-ED)-1354038,BHARAT BHUSHAN LAL,,200,206,2025-11-09,162,,141,59,163,37,141,3,56,0,0,0
Keshavpuram,60,07010405901,RANI BAGH (GIRLS)-1354032,BHARAT BHUSHAN LAL,,514,516,2025-01-09,495,,500,14,505,9,485,3,114,0,0,0
Keshavpuram,60,07010405902,RANI BAGH (BOYS)-1354031,BHARAT BHUSHAN LAL,,470,477,2025-02-09,438,,450,20,446,24,276,1,121,0,0,0
Keshavpuram,58,07010406001,SARASWATI VIHAR (CO-ED)-1354034,BHARAT BHUSHAN LAL,,508,515,2025-02-09,431,,472,36,423,85,423,5,193,0,0,0
Keshavpuram,63,07010406101,TRINAGAR DEVA RAM PARK (CO-ED)-1354014,SITA RAM MEENA,,655,655,,595,,633,22,653,2,633,5,204,0,0,0
Keshavpuram,63,07010406103,ONKAR NAGAR A-BLOCK (CO-ED)-1354006,SITA RAM MEENA,,284,286,2025-08-09,260,,269,15,279,5,269,6,85,0,0,0
Keshavpuram,63,07010406104,GANESH PURA (CO-ED)-1354003,SITA RAM MEENA,,445,445,,413,,428,17,443,2,428,2,90,0,0,0
